,자치구명,생년월일,성별,동일세대_학령기인구수,동일세대_미취학아동수,직업군,평균_문자대상자수,평균_통화대상자수,평균_통화량,세대주여부,1인가구여부,주택보유여부,대출여부,연체여부,사업자여부,동일세대_세대원_수,추정연소득,추정연소득_백분위,총자산평가금액,순자산평가금액,차량보유,총대출약정금액,주택담보대출약정금액,신용대출약정금액,자동차대출약정금액,카드소비금액,신용카드소비금액,체크카드소비금액,일시불이용금액,할부이용금액,현금서비스이용금액,해외카드이용금액,신용카드기관수,체크카드기관수,카드사_최근1년_월평균_이용금액,가맹점합산이용금액,가맹점분류_이용비중1,가맹점분류_이용비중2,가맹점분류_이용비중3,가맹점분류_이용비중4,가맹점분류_이용비중5,가맹점분류_이용비중6,가맹점분류_이용비중7,가맹점분류_이용비중8,가맹점분류_이용비중9,가맹점분류_이용비중10,가맹점분류_이용비중11,가맹점분류_이용비중12,가맹점분류_이용비중13,가맹점분류_이용비중14,가맹점분류_이용비중15,가맹점분류_이용비중16,가맹점분류_이용비중17,가맹점분류_이용비중18,가맹점분류_이용비중19,배달앱_이용금액,제주도지역_이용금액,해외여행_이용금액,마케팅_슈퍼마켓_이용금액,마케팅_편의점_이용금액,마케팅_온라인쇼핑_이용금액,마케팅_소셜커머스_이용금액,온라인_카드사용_금액,온라인_카드사용_건수,오프라인_카드사용_금액,오프라인_카드사용_건수,주중_소비비중,3개월내_승인건수비중1,3개월내_승인건수비중2,3개월내_승인건수비중3,3개월내_승인건수비중4,3개월내_승인건수비중5,12개월내_월별_이용금액_평균,12개월내_월별_이용금액_표준편차,12개월내_월별_이용금액_최대값,12개월내_월별_이용금액_최소값,12개월내_이용금액_비중1,12개월내_이용금액_비중2,12개월내_이용금액_비중3,12개월내_이용금액_비중4,12개월내_이용금액_비중5,12개월내_이용금액_비중6,12개월내_이용금액_비중7,12개월내_이용금액_비중8,12개월내_이용금액_비중9,12개월내_이용금액_비중10,12개월내_이용금액_비중11,12개월내_이용금액_비중12,3개월내_택시_이용건수,3개월내_대중교통_총이용건수,3개월내_대중교통_이용건수1,3개월내_대중교통_이용건수2,3개월내_탑승정류장수,평일_이동_총횟수,휴일_이동_총횟수,평일_총이동거리,평일_이동속도_평균,휴일_총이동거리,휴일_이동속도_평균,택시이용_이동횟수,네비게이션이용_이동횟수,지하철_이동일수
34,중랑구,1953,남,0,2,510,27.0,12.0,38.0,세대주,0,0,0,0,0,6,47000.0,17.0,289580,294000,0,0,0,0,0,3364,3364,0,2045,1038,0,0,3,2,2,3381000,0.0252173913043478,0.0,0.0,0.0043478260869565,0.0,0.0,0.0375155279503106,0.0,0.0,0.0,0.0050931677018633,0.6,0.0195031055900621,0.159751552795031,0.0,0.0,0.0,0.148571428571429,0.0,0,0,0,0,5000,0,0,1856000,16,2871000,69,0.85,0.3,0.43,0.0,0.31,0.0,1136000,415429.96,2233000,775000,0.02,0.0,0.03,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.21,0.04,0,0,0,0,0,150.0,47.0,3800.0,38.0,1700.0,37.0,130.0,0.0,200.0
35,서대문구,1955,남,0,2,440,79.0,24.0,500.0,세대주,0,0,1,0,0,6,120000.0,1.0,760210,442500,0,53000,0,32034,0,7753,7723,30,6035,2291,0,108,3,5,1,2309000,0.0,0.0,0.0,0.310611554266377,0.0,0.0,0.0065264684554024,0.0,0.0,0.0,0.0,0.0,0.0157118685037467,0.135847232293933,0.0174039158810732,0.0,0.278704375151076,0.0,0.235194585448393,0,0,0,0,0,27000,0,42000,6,2193000,28,0.89,0.14,0.39,0.03,0.06,0.0,2450000,2888240.95,8869000,451000,0.05,0.0,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0,0,0,0,0,150.0,71.0,2900.0,66.0,1600.0,53.0,86.0,30.0,160.0
36,은평구,1967,여,0,0,510,,,,세대주,0,0,1,0,1,6,30000.0,51.0,290000,288640,1,30000,0,30000,0,8907,591,8316,8340,0,0,8516,3,2,3,987000,0.200762276192164,0.0,0.0,0.202269101223187,0.167700762276192,0.0259705725935118,0.122496011345506,0.0,0.0,0.0,0.0,0.0021272823967381,0.0,0.0896117709625953,0.0,0.0,0.000354547066123,0.0483956745257933,0.140312001418188,0,0,4767000,13000,0,0,0,0,0,902000,79,0.77,0.08,0.3,0.23,0.29,0.0,4543000,6054442.15,19864000,81000,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,10,,,,,,,,,
37,서대문구,1976,남,3,1,510,,,,세대주,0,0,0,0,0,6,53930.0,12.0,1045500,1041630,0,0,0,0,0,6598,6561,37,6623,0,0,0,3,2,3,6273000,0.108991037872217,0.0,0.0662041052327262,0.0770935723234075,0.131348173846006,0.01040763226366,0.0,0.0,0.0,0.0515563264912788,0.0,0.0117567697793196,0.268863833477884,0.187144646815072,0.000385467861617,0.0,0.0,0.0,0.0862484340368122,0,0,0,287000,204000,0,60000,608000,10,5992000,284,0.56,0.06,0.33,0.19,0.26,0.03,2149000,385379.56,2509000,1405000,0.05,0.03,0.13,0.0,0.0,0.51,0.01,0.03,0.0,0.0,0.0,0.07,2,0,0,0,0,,,,,,,,,
38,관악구,1950,남,2,0,910,6.0,4.0,2.0,세대주,0,0,0,0,0,6,22000.0,78.0,312430,262220,0,0,0,0,0,1430,1430,0,1559,0,0,0,1,0,1,1687000,0.102504638218924,0.0,0.0,0.0,0.810606060606061,0.0,0.0098948670377241,0.0,0.0,0.0,0.0,0.006338899196042,0.0,0.0196351267779839,0.0,0.0,0.0007730364873222,0.0502473716759431,0.0,0,0,0,307000,285000,0,0,18000,3,1692000,44,0.67,0.09,0.3,0.2,0.23,0.0,487000,138791.83,683000,167000,0.01,0.19,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.03,0,0,0,0,0,3.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0
39,구로구,1979,남,3,0,420,,,,세대주,0,1,1,0,0,6,48000.0,16.0,642430,627310,0,30000,0,30000,0,3920,3857,63,3808,0,0,0,1,3,2,4518000,0.527639971651311,0.0,0.0,0.0,0.307051736357194,0.0,0.0026576895818568,0.0430545712260808,0.0,0.0,0.0191353649893692,0.0256909992912828,0.0,0.0747696669029057,0.0,0.0,0.0,0.0,0.0,0,0,0,356000,218000,0,0,2382000,20,2390000,104,0.86,0.13,0.15,0.17,0.37,0.0,1322000,488858.2,2043000,472000,0.03,0.01,0.0,0.0,0.0,0.15,0.0,0.01,0.0,0.0,0.83,0.01,0,17,0,1,6,,,,,,,,,
40,은평구,1952,남,1,0,910,,,,세대주,0,0,0,0,0,6,25000.0,68.0,303000,339710,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2495.25,3000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0,0,0,0,0,,,,,,,,,
41,중구,1977,남,3,0,420,,,,세대주,0,1,1,0,0,6,62000.0,8.0,761970,772000,0,344160,243000,0,0,1077,1071,6,1071,0,0,0,2,1,1,954000,0.372738402938376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105767922731601,0.40606720174126,0.0,0.0,0.0,0.0,0.115426472588763,0.0,0,0,0,0,0,0,0,383000,9,640000,22,0.46,0.16,0.24,0.16,0.16,0.1,378000,751211.23,2610000,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.07,0.0,0,0,0,0,0,,,,,,,,,
42,강남구,1978,남,1,0,440,100.0,15.0,310.0,세대주,0,0,0,0,1,6,298230.0,1.0,1446000,1442500,0,0,0,0,0,66542,66525,17,34795,2112,1589,8614,3,3,11,22628000,0.127612469004605,0.0,0.0,0.0493269571377967,0.119287991498406,0.161530286928799,0.109369465108041,0.0099185263903648,0.0,0.0,0.0067304286220333,0.0344491675522494,0.0025681898689337,0.159404888416578,0.0171803046404534,0.0,0.0009741409847679,0.0,0.201647183846971,435000,0,9131000,538000,451000,61000,464000,61927000,145,48817000,226,0.81,0.07,0.23,0.34,0.19,0.07,23612000,18428238.11,66206000,14932000,0.03,0.01,0.19,0.0,0.01,0.23,0.0,0.08,0.01,0.0,0.19,0.88,28,4,1,4,4,160.0,41.0,12000.0,78.0,1700.0,66.0,57.0,64.0,120.0
43,강동구,1964,남,2,1,910,,,,세대주,0,0,1,0,0,6,,,0,0,0,8000,0,22900,0,961,961,0,857,0,0,0,2,0,1,207000,0.523571130579892,0.0,0.0,0.0,0.476428869420108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,82000,0,0,0,0,0,162000,11,0.75,0.02,0.25,0.35,0.04,0.1,685000,311833.55,1033000,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.04,0.0,0.0,0,0,0,0,0,,,,,,,,,
44,중구,1974,남,2,0,440,38.0,12.0,120.0,세대주,0,0,1,0,1,6,82000.0,4.0,614000,556940,2,53000,0,50000,85000,22802,2481,20321,8340,656,0,8516,2,2,2,3896000,0.247828162291169,0.0041050119331742,0.0063007159904534,0.0141288782816229,0.132028639618138,0.0082100238663484,0.0606205250596659,0.0021957040572792,0.0,0.0,0.0,0.0059188544152744,0.0,0.0063007159904534,0.0004773269689737,0.0,0.451742243436754,0.0601431980906921,0.0,0,0,4767000,0,982000,0,0,29000,3,3490000,146,0.66,0.4,0.34,0.0,0.25,0.0,1550000,466551.53,2109000,723000,0.0,0.05,0.0,0.0,0.0,0.43,0.0,0.04,0.0,0.01,0.0,0.0,2,0,0,0,0,130.0,41.0,2300.0,36.0,1200.0,26.0,66.0,41.0,180.0
45,광진구,1964,남,0,0,510,,,,세대주,0,0,1,0,0,6,63070.0,8.0,194210,180470,0,50000,0,69000,0,33,33,0,42,0,0,0,7,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104000,221496.01,710000,0,0.01,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,
46,관악구,1939,남,0,0,910,,,,세대주,0,1,1,0,0,6,20000.0,85.0,670050,587900,1,1740000,1698000,0,0,3961,0,3961,3853,0,0,0,0,2,2,8565000,0.162024815205913,0.0,0.0642819429778247,0.0,0.449379619852165,0.132061774023231,0.0005279831045406,0.0,0.0,0.0,0.0,0.0412486800422387,0.0,0.150013199577614,0.000461985216473,0.0,0.0,0.0,0.0,0,0,0,856000,982000,0,0,4197000,35,7941000,215,0.86,0.04,0.15,0.41,0.39,0.02,1870000,328857.81,2707000,2044000,0.3,0.12,0.16,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.06,0.15,1,139,6,58,20,,,,,,,,,
47,용산구,1974,남,4,0,510,47.0,13.0,71.0,세대주,0,1,1,0,1,6,94790.0,3.0,2458160,2458160,0,1543088,1698000,7400,0,586,1,585,577,0,0,0,4,1,1,533000,0.331241352045859,0.0,0.0,0.0655267839493971,0.0,0.0,0.0,0.0008400869737102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108222968966199,0.494168808064835,0,0,0,0,0,0,31000,0,0,511000,6,0.8,0.33,0.15,0.09,0.21,0.03,474000,156991.53,494000,0,0.11,0.01,1.0,0.0,0.0,0.73,0.0,0.07,0.0,0.0,0.0,0.0,0,34,0,2,17,100.0,44.0,2800.0,43.0,1000.0,40.0,71.0,3.0,120.0
48,도봉구,1985,남,2,2,420,,,,세대주,0,1,1,0,0,6,50000.0,15.0,647910,651500,0,78000,72000,0,0,5011,1822,3189,4786,948,0,0,3,1,3,3409000,0.0509153318077803,0.0,0.0679347826086956,0.0640732265446224,0.221252860411899,0.0005720823798627,0.0104405034324943,0.0,0.0,0.0,0.0,0.203518306636156,0.283323798627002,0.028175057208238,0.0,0.0,0.0038615560640732,0.0659324942791762,0.0,0,0,0,0,0,0,0,452000,14,2596000,50,0.63,0.24,0.18,0.23,0.33,0.0,2103000,151292.16,2723000,1659000,0.03,0.01,0.21,0.0,0.0,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,
49,서대문구,1978,남,3,0,910,53.0,13.0,210.0,세대주,0,1,1,0,0,6,37000.0,32.0,859240,679830,0,28000,0,30000,0,3,0,3,0,0,0,0,1,3,2,2119000,0.54180602006689,0.0,0.0,0.0,0.271070234113712,0.0,0.0088628762541806,0.0,0.0,0.0,0.0229096989966555,0.0301003344481605,0.0,0.0010033444816053,0.0,0.0,0.0,0.0068561872909699,0.117391304347826,0,0,0,15000,0,41000,45000,872000,9,1980000,65,0.7,0.66,0.1,0.02,0.04,0.01,1026000,435309.66,1736000,842000,0.08,0.0,0.37,0.0,0.0,0.16,0.0,0.04,0.0,0.0,0.08,0.0,5,15,0,4,12,0.0,31.0,0.0,6.0,710.0,33.0,35.0,18.0,19.0
50,도봉구,1942,남,0,0,420,,,,세대주,0,1,0,0,0,6,34000.0,39.0,1118570,1118160,0,0,0,0,0,248,248,0,208,200,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,145000,146123.26,478000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,
51,송파구,1976,남,3,0,910,83.0,23.0,450.0,세대주,0,1,1,1,0,6,50000.0,15.0,145400,135420,0,10600,0,0,0,11173,8466,2707,6759,0,0,0,1,3,3,4486000,0.0636856368563686,0.0797522260936895,0.0,0.0,0.0478126209833527,0.0,0.0,0.0,0.0,0.0096786682152535,0.0636856368563686,0.0559427022841657,0.021680216802168,0.0596205962059621,0.0141308555942702,0.0,0.0,0.0940766550522648,0.489934185056136,187000,0,0,77000,21000,60000,52000,2589000,111,2949000,44,0.42,0.14,0.14,0.08,0.2,0.43,6564000,2030372.53,8437000,3029000,0.0,0.01,0.02,0.0,0.0,0.2,0.01,0.05,0.0,0.0,0.1,0.0,1,4,0,0,3,44.0,59.0,1400.0,44.0,1300.0,43.0,59.0,36.0,32.0
52,노원구,1941,여,3,0,510,,,,세대주,0,1,0,0,0,6,36000.0,34.0,1084640,1163790,0,0,0,0,0,591,591,0,584,0,0,0,1,1,1,507000,0.18921832884097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735849056603774,0.0,0.0749326145552561,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,320000,4,483000,12,0.87,0.23,0.18,0.12,0.36,0.0,174000,106123.53,276000,0,0.24,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.05,0.05,0,0,0,0,0,,,,,,,,,
53,관악구,1971,남,1,0,420,41.0,14.0,170.0,세대주,0,0,0,0,0,6,69000.0,6.0,275000,264120,0,0,0,0,0,1472,1472,0,1498,0,200,0,3,1,1,1103000,0.417596034696406,0.0,0.0,0.023543990086741,0.23451053283767,0.0,0.0628872366790582,0.0,0.0,0.0,0.0,0.0,0.0,0.0625774473358117,0.0,0.0,0.0,0.0,0.198884758364312,0,0,0,20000,0,0,0,0,0,830000,71,0.85,0.13,0.38,0.16,0.24,0.0,525000,105433.61,599000,165000,0.05,0.0,0.05,0.0,0.0,0.78,0.0,0.07,0.0,0.0,0.36,0.01,0,0,0,0,0,83.0,52.0,2000.0,39.0,980.0,56.0,100.0,3.0,100.0
54,용산구,1961,남,0,0,910,54.0,17.0,99.0,세대주,0,0,0,0,0,6,27000.0,60.0,87910,88580,0,0,0,0,0,4349,1642,2707,4620,0,0,0,1,1,4,2141000,0.485353245261344,0.0,0.0320218265364733,0.0020103388856978,0.231476163124641,0.0,0.0,0.0,0.0,0.0,0.0124928202182654,0.0,0.0,0.138856978747846,0.0,0.0,0.0238368753589891,0.0739517518667432,0.0,0,0,0,96000,139000,0,0,29000,2,1749000,93,0.67,0.21,0.17,0.29,0.26,0.0,3084000,1018402.85,4727000,598000,0.06,0.01,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.08,0.02,2,3,0,0,3,140.0,41.0,2800.0,53.0,2500.0,58.0,56.0,0.0,150.0
55,양천구,1975,남,3,0,420,,,,세대주,0,1,1,0,0,6,50000.0,15.0,758060,536630,0,22000,0,20000,0,6544,6544,0,6363,0,0,0,4,2,3,5530000,0.174088062816817,0.0149090547659278,0.419938375906967,0.075837391909353,0.0563562270152072,0.0057151376602723,0.028724778849021,0.0,0.0,0.0007454527382963,0.003081204651625,0.1901401451148,0.0005963621906371,0.0204751018785409,0.0,0.0,0.0,0.0093927045025345,0.0,0,0,0,287000,338000,44000,0,3005000,77,4523000,127,0.35,0.07,0.14,0.2,0.33,0.25,2302000,1409025.7,5755000,1034000,0.05,0.1,0.06,0.02,0.0,0.31,0.0,0.04,0.0,0.0,0.03,0.02,14,336,104,7,21,,,,,,,,,
56,동작구,1980,여,0,1,420,,,,세대주,0,0,1,0,0,6,45000.0,19.0,392840,399000,0,17000,0,27400,0,17673,17673,0,6463,0,0,0,2,1,3,8245000,0.0744859235725002,0.0,0.0258582649368988,0.0779278086664902,0.111905392286647,0.0743976701085518,0.111640631894802,0.0,0.0,0.0045009266613714,0.0049421939811137,0.0551584149677875,0.268820051187009,0.0208278174918366,0.0,0.0,0.002118083134763,0.167416821110229,0.0,0,0,0,199000,175000,323000,0,2445000,71,8016000,184,0.53,0.09,0.16,0.18,0.34,0.04,5321000,1805626.61,10835000,4685000,0.02,0.02,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.25,0.01,15,69,0,48,16,,,,,,,,,
57,중구,1977,남,2,0,420,,,,세대주,0,1,1,0,0,6,55000.0,11.0,399190,395540,0,72000,0,78000,0,1006,496,510,818,0,0,0,1,3,1,708000,0.0,0.0,0.0,0.061257388500806,0.452444922084901,0.0123589468027942,0.0,0.0,0.0,0.0,0.136485760343901,0.0,0.0,0.0231058570660935,0.0,0.0,0.0,0.0,0.314347125201505,0,0,0,0,15000,0,0,805000,29,143000,16,0.93,0.09,0.31,0.11,0.52,0.0,439000,624610.6,1458000,0,0.19,0.09,0.07,0.0,0.0,0.45,0.0,0.02,0.0,0.0,0.25,0.03,0,0,0,0,0,,,,,,,,,
58,용산구,1972,여,1,0,420,,,,세대주,0,0,0,0,0,6,45000.0,19.0,155660,156450,0,0,0,0,0,11271,10387,884,8864,0,0,242,3,2,5,6233000,0.0522858982614295,0.0,0.0427559562137798,0.0,0.0155827430779137,0.0,0.0,0.013650998068255,0.0,0.0598840952994205,0.0341274951706375,0.0502253702511268,0.0,0.037862202189311,0.0306503541532518,0.0,0.0,0.0,0.662974887314874,0,0,0,16000,0,167000,481000,741000,26,137000,5,1.0,0.11,0.21,0.62,0.11,0.14,4034000,5453717.74,21589000,1938000,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,1,6,,,,,,,,,
59,노원구,1955,남,0,1,420,16.0,12.0,43.0,세대주,0,0,0,0,0,6,45000.0,19.0,235170,225000,0,0,0,0,0,561,29,532,532,0,0,0,2,4,1,311000,0.523395791897833,0.0,0.0,0.0878781534596462,0.152308175442269,0.0,0.0324505390976657,0.0,0.0,0.0,0.0,0.0,0.0,0.203967340102586,0.0,0.0,0.0,0.0,0.0,0,0,0,0,90000,0,0,5000,4,314000,33,0.53,0.11,0.44,0.13,0.29,0.0,445000,260370.62,759000,81000,0.05,0.22,0.02,0.0,0.0,0.1,0.0,0.02,0.0,0.02,0.0,0.09,0,2,0,0,2,68.0,27.0,2600.0,40.0,290.0,8.0,56.0,30.0,46.0
60,영등포구,1985,여,1,3,420,26.0,18.0,89.0,세대주,0,0,1,1,0,6,38000.0,30.0,645550,608600,0,167000,0,75300,0,11770,11770,0,8666,3297,0,0,3,3,4,4014000,0.199333418792462,0.0,0.036533777720805,0.0781951031918985,0.25227534931419,0.0,0.138571977951545,0.0,0.0,0.0,0.0057684912190744,0.0599923086783746,0.0,0.0265350596077426,0.0703755928727086,0.0,0.0129470580694783,0.11947186258172,0.0,0,0,0,52000,39000,0,0,1969000,53,2770000,247,0.75,0.16,0.35,0.23,0.23,0.02,3741000,1580716.33,8036000,1713000,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.0,0.0,0.1,0.0,6,45,0,18,9,69.0,37.0,2200.0,32.0,1100.0,42.0,29.0,0.0,19.0
61,송파구,1976,남,3,0,420,,,,세대주,0,0,0,0,0,6,53810.0,13.0,265000,217900,0,0,0,0,0,883,883,0,806,0,0,0,3,1,1,2206000,0.0451999227351748,0.0,0.0,0.0,0.0034769171334749,0.0,0.0,0.0,0.0,0.0,0.0,0.366814757581611,0.0,0.0,0.0,0.0,0.0,0.0,0.584508402549739,0,0,0,0,0,0,0,791000,17,102000,3,1.0,0.0,0.66,0.4,0.5,0.01,683000,784863.32,2876000,483000,0.05,0.0,0.35,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,
62,강서구,1983,남,0,2,420,77.0,24.0,470.0,세대주,0,0,0,0,0,6,45390.0,19.0,464880,318360,0,0,0,0,0,6658,4400,2258,6299,0,0,0,1,1,3,8348000,0.0985612855007474,0.0,0.0,0.0605381165919282,0.25,0.0,0.0436285500747384,0.0,0.0,0.0,0.0040171898355754,0.0009342301943198,0.468423019431988,0.0568011958146487,0.0,0.0,0.0,0.0170964125560538,0.0,0,0,0,194000,125000,0,0,3818000,5,8857000,153,0.81,0.02,0.14,0.36,0.29,0.0,2493000,1046554.74,4543000,1343000,0.05,0.02,0.11,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.14,0.02,0,0,0,0,0,120.0,53.0,4200.0,56.0,1000.0,56.0,71.0,5.0,150.0
63,중랑구,1944,남,2,0,510,,,,세대주,0,1,0,0,0,6,32000.0,44.0,844600,858750,0,0,0,0,0,3024,3024,0,467,0,0,0,1,0,2,1925000,0.0,0.0,0.0,0.0,0.554505999489405,0.0362522338524381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21419453663518,0.0,0.0,0.0,0.195047230022977,0.0,0,0,0,400000,0,0,0,0,0,1851000,45,0.62,0.17,0.71,0.2,0.11,0.0,1621000,1147212.86,4744000,365000,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.17,0.0,0.0,0.0,0.06,0,5,0,1,5,,,,,,,,,
64,관악구,1947,남,2,0,910,26.0,12.0,100.0,세대주,0,1,0,0,0,6,22000.0,78.0,703000,608580,0,0,0,0,0,604,604,0,643,0,0,0,1,1,1,698000,0.135239431678653,0.0,0.0668303806349763,0.0,0.356253288896685,0.0,0.0,0.0,0.0,0.0,0.0,0.0149973688826522,0.0,0.389054551833012,0.0,0.0,0.0,0.0376249780740221,0.0,0,0,0,42000,0,0,0,56000,1,746000,18,0.84,0.1,0.24,0.26,0.02,0.0,250000,123068.27,409000,234000,0.24,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.14,0,4,0,1,3,140.0,53.0,6900.0,44.0,3100.0,53.0,77.0,70.0,130.0
65,강서구,1958,남,0,0,420,27.0,10.0,52.0,세대주,0,0,0,0,0,6,26000.0,64.0,486950,479430,0,0,0,0,0,827,671,156,882,0,0,0,1,5,1,398000,0.0401479133650291,0.0,0.145641838351823,0.0,0.338563127311146,0.0,0.0049128367670364,0.0,0.0,0.0,0.0,0.0,0.0,0.430427892234548,0.0,0.0,0.0,0.0,0.0403063919704173,0,0,0,0,0,0,0,0,0,485000,52,0.84,0.06,0.33,0.06,0.22,0.0,275000,167572.65,617000,41000,0.01,0.0,0.04,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.07,0,14,0,5,10,74.0,23.0,1400.0,37.0,510.0,31.0,7.0,0.0,1.0
66,성동구,1952,남,1,0,510,36.0,15.0,57.0,세대주,0,1,1,0,1,6,50000.0,15.0,2128750,2163420,0,210000,0,47800,21000,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3000,18127.92,52000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.28,0,0,0,0,0,45.0,14.0,1600.0,28.0,300.0,37.0,20.0,0.0,83.0
67,용산구,1961,남,0,0,440,68.0,14.0,760.0,세대주,0,0,1,0,0,6,89000.0,3.0,802500,815500,0,500000,448000,0,0,3692,3361,331,3105,282,0,0,3,4,2,2527000,0.395103623803175,0.0,0.0,0.124712156102291,0.0271482244576415,0.0199975760513877,0.198642588777118,0.0046055023633499,0.0,0.0282390013331717,0.0223003272330627,0.0574475821112592,0.0,0.0,0.0147860865349655,0.0,0.0032723306265907,0.103745000605987,0.0,0,0,0,0,17000,0,0,220000,16,1821000,166,0.89,0.06,0.22,0.34,0.21,0.04,1011000,261010.24,1430000,692000,0.03,0.0,0.0,0.0,0.0,0.35,0.0,0.04,0.0,0.0,0.05,0.01,2,64,17,4,33,170.0,100.0,6200.0,42.0,2100.0,40.0,130.0,0.0,220.0
68,중랑구,1968,남,2,0,420,,,,세대주,0,1,1,0,0,6,40000.0,26.0,245940,250000,0,31500,0,23700,26000,980,980,0,943,52,100,0,1,1,1,765000,0.135096100433285,0.0,0.0,0.0,0.508276858126875,0.0284412843017443,0.0,0.0,0.0,0.0,0.0534385068325742,0.0,0.0,0.0,0.0,0.0069992223086323,0.0968781246528164,0.170869903344073,0.0,0,0,0,0,206000,0,0,4000,1,582000,60,0.8,0.21,0.21,0.11,0.21,0.0,2994000,7366010.5,25879000,160000,0.05,0.03,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,1,5,0,0,4,,,,,,,,,
69,강남구,1952,남,2,1,440,35.0,15.0,86.0,세대주,0,0,1,0,0,6,111000.0,2.0,979420,956370,2,500000,0,0,0,1795,1641,154,1452,187,0,0,2,3,1,1409000,0.168974513345374,0.0,0.0,0.0,0.0,0.0,0.001003411599438,0.21733895243829,0.0,0.0,0.0,0.0,0.0,0.301224162151314,0.0,0.0,0.0363234998996588,0.275135460565924,0.0,0,126000,0,0,9000,0,0,0,0,1295000,18,0.73,0.03,0.21,0.4,0.3,0.0,735000,262957.43,1341000,366000,0.0,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.03,0,0,0,0,0,48.0,16.0,1700.0,29.0,1100.0,27.0,16.0,0.0,48.0
70,서대문구,1971,남,2,0,420,72.0,17.0,910.0,세대주,0,0,1,0,0,6,63000.0,8.0,403470,256820,0,105000,93060,0,0,2509,2484,25,1365,0,0,0,5,3,1,699000,0.092789598108747,0.0,0.0,0.255910165484634,0.202718676122931,0.0,0.0904255319148936,0.0,0.0,0.119976359338061,0.0,0.150118203309693,0.0,0.0,0.0,0.0,0.0,0.0,0.0880614657210402,0,0,0,0,0,103000,0,188000,3,746000,22,0.9,0.08,0.29,0.33,0.17,0.05,987000,1137355.46,2865000,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,130.0,50.0,2600.0,81.0,1000.0,45.0,130.0,70.0,140.0
